timestamp,session_id,current_time_str,action,sentiment,confidence,close,style,engine_decision,engine_reason,regime,ter,net_progress_3,momentum_slope,retracement_depth,velocity_increasing,regime_momentum,v_reversal
2025-07-02 12:45:00,BACKTEST_20260119_150947,,HOLD,STRENGTH,0.25,25484.650390625,ITC,EXECUTED,Style ITC selected because trending structure with shallow retracement aligns. REMR rejected due to no extreme location. ORE and VBD ineligible.,,0.21,-6.9,,,True,,
2025-07-02 13:00:00,BACKTEST_20260119_150947,,HOLD,STRENGTH,0.45,25485.099609375,ITC,EXECUTED,Style ITC selected because trending down with shallow retracement and volume contraction aligns for pullback long. Rejected ORE because no opening range expansion confirmed. Rejected REMR because location not extreme.,,0.07,-8.7,,,False,,
2025-07-02 13:15:00,BACKTEST_20260119_150947,,HOLD,STRENGTH,0.25,25444.25,ITC,EXECUTED,Style ITC selected because trending structure with shallow retracement; Rejected ORE and REMR because price not expanding or stalling at extreme levels.,,0.45,-30.4,,,False,,
2025-07-02 13:30:00,BACKTEST_20260119_150947,,HOLD,WEAKNESS,0.68,25408.94921875,ITC,EXECUTED,Style ITC selected because trending down with shallow retracement and volume contracting aligns with continuation play. REMR rejected due to no extreme location; ORE rejected as session is LATE without expansion.,,0.63,-54.2,,,False,,
2025-07-02 13:45:00,BACKTEST_20260119_150947,,HOLD,STRENGTH,0.45,25398.75,ITC,EXECUTED,Style ITC selected because trending down with shallow retracement and volume contraction aligns with continuation play. Rejected ORE because session is late and no expansion observed. REMR rejected due to lack of clear stall at extreme level.,,0.29,-6.6,,,False,,
2025-07-02 14:00:00,BACKTEST_20260119_150947,,HOLD,STRENGTH,0.45,25403.400390625,ITC,EXECUTED,"Style ITC selected because trending down with shallow retracement; Rejected ORE, REMR, VBD, LSRM because ineligible or insufficient confidence.",,0.13,6.6,,,False,,
2025-07-02 14:15:00,BACKTEST_20260119_150947,,HOLD,STRENGTH,0.72,25420.599609375,ITC,EXECUTED,Style ITC selected because trending down with shallow retracement and volume contraction aligns with continuation setup. REMR rejected due to no extreme location; ORE rejected as session is LATE.,,0.37,12.5,,,False,,
2025-07-02 14:30:00,BACKTEST_20260119_150947,,HOLD,WEAKNESS,0.25,25401.400390625,ITC,EXECUTED,"Style ITC selected because trending down with shallow retracement. Rejected ORE, REMR, VBD, LSRM because ineligible or insufficient confidence.",,0.19,-13.9,,,False,,
2025-07-02 14:45:00,BACKTEST_20260119_150947,,HOLD,WEAKNESS,0.45,25411.75,ITC,EXECUTED,Style ITC selected because trending down with shallow retracement. Rejected ORE and REMR because not early expansion or stall at S/R.,,0.06,7.0,,,False,,
2025-07-02 15:00:00,BACKTEST_20260119_150947,,HOLD,BEARISH,0.62,25456.349609375,ITC,EXECUTED,Style ITC selected because trend_down with full retracement aligns with continuation rules. REMR rejected due to lack of extreme location and insufficient volume alignment.,,0.61,58.0,,,False,,
2025-07-02 15:15:00,BACKTEST_20260119_150947,,HOLD,WEAKNESS,0.45,25443.650390625,ITC,EXECUTED,Style ITC selected because trending down with shallow retracement and volume alignment. REMR rejected due to no extreme location; ORE rejected as session is LATE.,,0.33,13.5,,,False,,
2025-07-03 09:30:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.25,25462.55078125,NONE,EXECUTED,"Style ORE eligible but confidence below minimum threshold of 0.55. REMR, ITC, VBD, LSRM not eligible. No style selected.",,0.0,19.7,,,False,,
2025-07-03 09:45:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.25,25518.150390625,NONE,EXECUTED,Style ORE rejected due to false expansion; REMR ineligible; ITC lacks trend; VBD needs compression break; LSRM not in late session. No style eligible.,,0.28,82.7,,,False,,
2025-07-03 10:00:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.0,25540.650390625,NONE,EXECUTED,No style eligible per matrix; confidence below minimum thresholds for all styles.,,0.52,43.5,,,False,,
2025-07-03 10:15:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.0,25542.75,NONE,EXECUTED,No style eligible per matrix; cannot trade.,,0.1,-2.6,,,False,,
2025-07-03 10:30:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.0,25557.099609375,NONE,EXECUTED,No style eligible per matrix; cannot trade.,,0.12,14.0,,,False,,
2025-07-03 10:45:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.0,25547.849609375,NONE,EXECUTED,No style eligible per matrix; cannot trade.,,0.09,-5.2,,,False,,
2025-07-03 11:00:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.25,25544.849609375,NONE,EXECUTED,Style REMR eligible but confidence below minimum threshold of 0.45; other styles not eligible.,,0.08,-3.0,,,False,,
2025-07-03 11:15:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.0,25554.69921875,NONE,EXECUTED,No eligible style satisfied; all false in matrix. Cannot trade.,,0.22,23.5,,,False,,
2025-07-03 11:30:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.0,25545.900390625,NONE,EXECUTED,No style eligible per matrix; cannot trade.,,0.15,-8.3,,,False,,
2025-07-03 11:45:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.0,25507.05078125,NONE,EXECUTED,No style eligible per matrix; cannot trade.,,0.41,-32.6,,,False,,
2025-07-03 12:00:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.0,25508.44921875,NONE,EXECUTED,No style eligible per matrix; confidence below minimum thresholds for all styles.,,0.34,-4.5,,,False,,
2025-07-03 12:15:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.25,25489.900390625,NONE,EXECUTED,Style REMR eligible but confidence below minimum threshold of 0.45; other styles not eligible.,,0.29,-24.5,,,False,,
2025-07-03 12:30:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.0,25511.849609375,NONE,EXECUTED,No style eligible per matrix; confidence below minimum thresholds for all styles.,,0.09,7.9,,,False,,
2025-07-03 12:45:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.0,25520.599609375,NONE,EXECUTED,No style eligible per matrix; cannot trade.,,0.2,8.9,,,False,,
2025-07-03 13:00:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.25,25500.0,NONE,EXECUTED,Style REMR eligible but confidence below minimum threshold of 0.45; other styles not eligible.,,0.08,-18.4,,,False,,
2025-07-03 13:15:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.0,25500.69921875,NONE,EXECUTED,No style eligible per matrix; cannot trade.,,0.22,-11.5,,,True,,
2025-07-03 13:30:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.25,25517.099609375,NONE,EXECUTED,Style REMR eligible but confidence below minimum threshold of 0.45; other styles not eligible.,,0.15,9.5,,,False,,
2025-07-03 13:45:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.25,25512.5,NONE,EXECUTED,"Style ORE rejected due to false expansion signal; REMR rejected as location unknown and no extreme rejection observed; ITC, VBD, LSRM ineligible per matrix; confidence below minimum thresholds for all tradable styles.",,0.06,8.7,,,False,,
2025-07-03 14:00:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.25,25506.94921875,NONE,EXECUTED,Style REMR eligible but confidence below minimum threshold of 0.45; other styles not eligible.,,0.39,-63.6,,,False,,
2025-07-03 14:15:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.25,25484.5,NONE,EXECUTED,Style ORE rejected due to false eligibility; REMR ineligible; ITC ineligible; VBD ineligible; LSRM prohibited after 14:30. No style satisfies eligibility matrix or confidence threshold.,,0.3,-14.9,,,False,,
2025-07-03 14:30:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.0,25426.30078125,ITC,EXECUTED,"Style ITC selected because trending structure with volume expansion and shallow retracement required, but price is in range mode at 14:30 IST triggering LSRM constraint. Rejected ORE/REMR/VBD/LSRM because eligibility matrix false or time-of-day restriction.",,0.67,-65.8,,,False,,
2025-07-03 14:45:00,BACKTEST_20260119_150947,,HOLD,STRENGTH,0.75,25397.849609375,ITC,EXECUTED,Style ITC selected because trend_down with shallow retracement aligns. REMR rejected due to no extreme location; ORE and VBD ineligible.,,0.44,-55.8,,,False,,
2025-07-03 15:00:00,BACKTEST_20260119_150947,,HOLD,WEAKNESS,0.45,25399.44921875,ITC,EXECUTED,Style ITC selected because trend_down with shallow retracement aligns. REMR rejected due to no extreme location. ORE rejected as session is LATE.,,0.02,-6.2,,,False,,
2025-07-03 15:15:00,BACKTEST_20260119_150947,,HOLD,STRENGTH,0.25,25414.849609375,ITC,EXECUTED,"Style ITC selected because trending structure with shallow retracement possible. Rejected ORE, REMR, VBD, LSRM because ineligible or timing invalid.",,0.06,6.0,,,False,,
2025-07-04 09:30:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.45,25406.75,ORE,EXECUTED,"Style ORE selected because early imbalance qualifies as opening range expansion. REMR rejected due to false eligibility, ITC and VBD ineligible, LSRM not in late session.",,0.0,9.3,,,False,,
2025-07-04 09:45:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.25,25395.150390625,NONE,EXECUTED,Style REMR rejected due to location UNKNOWN; ORE requires clear expansion but eligibility false; ITC needs trending structure not present; VBD lacks compression break; no style meets minimum confidence of 0.45 or 0.55.,,0.17,-29.8,,,False,,
2025-07-04 10:00:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.25,25405.80078125,NONE,EXECUTED,"Style ORE rejected because eligibility false; REMR rejected because eligibility false; ITC rejected because eligibility false; VBD rejected because eligibility false; LSRM not applicable (time <14:30). No style eligible, confidence below minimum thresholds.",,0.22,11.4,,,False,,
2025-07-04 10:15:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.25,25402.400390625,NONE,EXECUTED,Style REMR eligible but confidence below minimum threshold of 0.45; other styles not eligible.,,0.06,-11.6,,,False,,
2025-07-04 10:30:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.25,25403.849609375,NONE,EXECUTED,Style REMR eligible but confidence below minimum threshold of 0.45; other styles not eligible.,,0.12,-6.4,,,False,,
2025-07-04 10:45:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.25,25416.0,NONE,EXECUTED,Style REMR eligible but confidence below minimum threshold of 0.45; other styles not eligible.,,0.02,5.2,,,False,,
2025-07-04 11:00:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.25,25424.75,NONE,EXECUTED,Style REMR eligible but confidence below minimum threshold of 0.45; other styles not eligible.,,0.19,10.9,,,False,,
2025-07-04 11:15:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.45,25415.69921875,NONE,EXECUTED,Style ORE rejected due to false eligibility; REMR ineligible; ITC not aligned with bearish swing and shallow retracement; VBD lacks compression breakout; LSRM not in late session. No style satisfies structural alignment or confidence thresholds.,,0.11,-3.6,,,False,,
2025-07-04 11:30:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.25,25398.599609375,NONE,EXECUTED,Style ORE rejected due to false eligibility; REMR ineligible; ITC not aligned with trend; VBD lacks volatility break; LSRM time condition unmet. No style satisfied structural or confidence thresholds.,,0.22,-25.0,,,False,,
2025-07-04 11:45:00,BACKTEST_20260119_150947,,HOLD,STRENGTH,0.78,25350.0,ITC,EXECUTED,Style ITC selected because trending down with shallow retracement; REMR rejected due to no extreme location; ORE rejected as not in opening range expansion phase.,,0.48,-53.6,,,False,,
2025-07-04 12:00:00,BACKTEST_20260119_150947,,HOLD,STRENGTH,0.45,25341.5,ITC,EXECUTED,Style ITC selected because trending down with shallow retracement and volume contracting aligns with continuation play. REMR rejected due to no extreme location; ORE/VBD/LSRM ineligible per matrix.,,0.34,-19.2,,,False,,
2025-07-04 12:15:00,BACKTEST_20260119_150947,,HOLD,STRENGTH,0.72,25354.30078125,ITC,EXECUTED,Style ITC selected because trending structure with normal retracement and volume expansion required. REMR rejected due to no extreme location; ORE rejected as not early imbalance.,,0.09,14.7,,,False,,
2025-07-04 12:30:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.25,25364.44921875,ITC,EXECUTED,Style ITC selected because trending pullback setup with volume expansion required; rejected ORE and REMR due to ineligible status.,,0.22,11.5,,,False,,
2025-07-04 12:45:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.72,25357.75,ITC,EXECUTED,Style ITC selected because trend_down with shallow retracement aligns. REMR rejected due to no extreme location; ORE and VBD ineligible.,,0.09,7.2,,,False,,
2025-07-04 13:00:00,BACKTEST_20260119_150947,,HOLD,STRENGTH,0.72,25360.94921875,ITC,EXECUTED,Style ITC selected because trending down with shallow retracement and volume contraction aligns with continuation play. REMR rejected due to no extreme location; ORE/VBD/LSRM ineligible.,,0.0,0.3,,,False,,
2025-07-04 13:15:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.25,25361.69921875,ITC,EXECUTED,Style ITC selected because trending structure with shallow retracement eligible. REMR rejected due to no extreme location. ORE rejected as not opening range phase.,,0.07,3.6,,,False,,
2025-07-04 13:30:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.45,25372.25,NONE,EXECUTED,Style REMR eligible but location unknown; Style ITC requires trending structure not present; Style VBD needs compression break not observed; Style ORE limited to opening range expansion which is past. No style meets eligibility and confidence threshold.,,0.17,1.6,,,False,,
2025-07-04 13:45:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.25,25372.25,NONE,EXECUTED,Style REMR eligible but confidence below minimum threshold of 0.45; no other styles eligible.,,0.1,8.7,,,False,,
2025-07-04 14:00:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.25,25374.900390625,NONE,EXECUTED,Style REMR eligible but confidence below minimum threshold of 0.45; other styles not eligible.,,0.03,2.2,,,False,,
2025-07-04 14:15:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.25,25383.30078125,NONE,EXECUTED,Style REMR eligible but confidence below minimum threshold of 0.45; other styles not eligible.,,0.13,-0.8,,,False,,
2025-07-04 14:30:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.25,25396.900390625,NONE,EXECUTED,Style [REMR] rejected because location is UNKNOWN and confidence (0.25) below minimum (0.45). Style [ITC] rejected due to RANGE mode and no trend. Style [VBD] rejected as volatility not breaking compression. No eligible style satisfies structural alignment.,,0.27,12.6,,,False,,
2025-07-04 14:45:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.0,25449.94921875,NONE,EXECUTED,No style eligible per matrix; cannot trade in LATE session after 14:30.,,0.55,60.7,,,False,,
2025-07-04 15:00:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.25,25460.099609375,NONE,EXECUTED,Style [LATE_SESSION_RISK_OFF] selected because Time >= 14:30 prohibits new positions. Rejected all other styles due to eligibility false.,,0.36,5.5,,,False,,
2025-07-04 15:15:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.0,25457.150390625,NONE,EXECUTED,Style LSRM triggered but time >=14:30 prohibits new positions; all other styles ineligible per matrix.,,0.21,3.5,,,False,,
2025-07-07 09:30:00,BACKTEST_20260119_150947,,HOLD,STRENGTH,0.25,25478.0,ORE,EXECUTED,Style ORE selected because early expansion possible. Rejected REMR because location unknown and confidence below minimum.,,0.0,10.2,,,False,,
2025-07-07 09:45:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.0,25446.650390625,NONE,EXECUTED,Market not in optimal zone for entry,,0.03,6.8,,,False,,
2025-07-07 10:00:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.0,25457.349609375,NONE,EXECUTED,No style eligible per matrix; cannot trade.,,0.22,5.4,,,False,,
2025-07-07 10:15:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.0,25430.599609375,NONE,EXECUTED,"Style ORE rejected because OPENING_RANGE_EXPANSION eligibility is false; REMR rejected because RANGE_EXTREME_MEAN_REVERSION eligibility is false; ITC rejected because INTRADAY_TREND_CONTINUATION eligibility is false; VBD rejected because VOLATILITY_BREAK eligibility is false; LSRM rejected because time is not >=14:30. No style eligible, so HOLD.",,0.33,-31.5,,,False,,
2025-07-07 10:30:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.0,25443.5,NONE,EXECUTED,No style eligible per matrix; cannot trade.,,0.25,7.4,,,False,,
2025-07-07 10:45:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.0,25449.400390625,NONE,EXECUTED,"Style ORE rejected due to false eligibility; REMR rejected due to false eligibility; ITC rejected due to false eligibility; VBD rejected due to false eligibility; LSRM rejected due to time (10:45 < 14:30). No style eligible, confidence below minimum thresholds.",,0.16,14.0,,,False,,
2025-07-07 11:00:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.0,25467.75,NONE,EXECUTED,Style [REMR] rejected because location is UNKNOWN; Style [ITC] rejected due to insufficient trend strength and volume; Style [VBD] rejected as no volatility break detected; Style [ORE] ineligible per matrix. No eligible style satisfies structural alignment.,,0.38,18.3,,,False,,
2025-07-07 11:15:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.0,25456.19921875,NONE,EXECUTED,No style eligible per matrix; cannot trade.,,0.09,-12.6,,,False,,
2025-07-07 11:30:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.0,25451.30078125,NONE,EXECUTED,Market not in optimal zone for entry,,0.38,-6.4,,,False,,
2025-07-07 11:45:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.45,25438.05078125,NONE,EXECUTED,Style ORE rejected due to false eligibility; REMR ineligible; ITC not aligned with trend; VBD lacks compression; LSRM time invalid. No style satisfies structural alignment.,,0.28,-15.6,,,True,,
2025-07-07 12:00:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.0,25432.05078125,NONE,EXECUTED,No style eligible per matrix; cannot trade.,,0.32,-20.3,,,False,,
