session_id,timestamp,side,entry_price,exit_price,pnl,reason,entry_time,exit_time,max_pnl,mean_open_pnl,style,entry_reason
BACKTEST_20260116_052512,2026-01-16 05:47:25.639511,PUT,25760.55,25750.5,10.050781,Time-Based Exit,2026-01-14 12:46:00,2026-01-14 13:16:00,23.90039,0.0,,
BACKTEST_20260118_214047,2026-01-18 21:41:38.119996,CALL,23349.25,23343.2,-6.0507812,EOD Square-off,2025-01-20 11:35:00,2025-01-20 15:15:00,22.84961,0.0,ITC,Signal
BACKTEST_20260118_214047,2026-01-18 21:41:53.538690,CALL,23358.55,23309.25,-49.30078,SL Hit,2025-01-21 09:35:00,2025-01-21 09:55:00,0.0,0.0,ORE,Signal
BACKTEST_20260118_214047,2026-01-18 21:42:09.507003,PUT,23203.7,23254.05,-50.35078,SL Hit,2025-01-21 10:50:00,2025-01-21 11:45:00,59.34961,0.0,INTRADAY_TREND_CONTINUATION,Signal
BACKTEST_20260118_214047,2026-01-18 21:44:38.628106,CALL,23241.35,23199.75,-41.59961,EOD Square-off,2025-01-23 10:35:00,2025-01-23 15:15:00,23.201172,0.0,INTRADAY_TREND_CONTINUATION,Signal
BACKTEST_20260118_214047,2026-01-18 21:45:13.672290,CALL,23333.15,23283.85,-49.300392,SL Hit,2025-01-24 11:50:00,2025-01-24 12:30:00,0.0,0.0,ITC,Signal
BACKTEST_20260118_214047,2026-01-18 21:46:53.333365,CALL,22908.05,22861.0,-47.05078,SL Hit,2025-01-28 09:50:00,2025-01-28 09:55:00,0.0,0.0,ORE,Signal
BACKTEST_20260118_214047,2026-01-18 21:47:37.832420,CALL,23013.75,22963.4,-50.35,SL Hit,2025-01-28 11:50:00,2025-01-28 14:50:00,119.15039,0.0,ITC,Signal
BACKTEST_20260118_214047,2026-01-18 21:48:20.662179,CALL,23109.0,23060.5,-48.5,SL Hit,2025-01-29 11:05:00,2025-01-29 11:20:00,0.0,0.0,ITC,Signal
BACKTEST_20260118_214047,2026-01-18 21:48:51.855546,CALL,23092.5,23161.7,69.19922,EOD Square-off,2025-01-29 11:35:00,2025-01-29 15:15:00,81.55078,0.0,ITC,Signal
BACKTEST_20260118_214047,2026-01-18 21:49:39.319789,CALL,23243.7,23194.4,-49.299217,SL Hit,2025-01-30 10:05:00,2025-01-30 13:50:00,56.80078,0.0,ORE,Signal
BACKTEST_20260118_214047,2026-01-18 21:50:20.388211,CALL,23377.05,23327.8,-49.250782,SL Hit,2025-01-31 09:50:00,2025-01-31 10:10:00,16.0,0.0,ORE,Signal
BACKTEST_20260118_214047,2026-01-18 21:51:01.557178,CALL,23438.6,23515.7,77.09961,EOD Square-off,2025-01-31 11:05:00,2025-01-31 15:15:00,85.40039,0.0,ITC,Signal
BACKTEST_20260118_214047,2026-01-18 21:51:34.050744,CALL,23573.2,23523.85,-49.34922,SL Hit,2025-02-01 09:50:00,2025-02-01 11:50:00,54.05078,0.0,ORE,Signal
BACKTEST_20260118_214047,2026-01-18 21:53:52.156973,CALL,23605.75,23756.2,150.45,Target Hit,2025-02-04 12:50:00,2025-02-04 15:00:00,150.59961,0.0,ITC,Signal
BACKTEST_20260118_214047,2026-01-18 21:54:22.924169,CALL,23772.9,23724.55,-48.35039,SL Hit,2025-02-05 09:50:00,2025-02-05 11:15:00,1.4492188,0.0,ORE,Signal
BACKTEST_20260118_214047,2026-01-18 21:54:57.143354,PUT,23744.3,23698.8,45.5,EOD Square-off,2025-02-05 12:05:00,2025-02-05 15:15:00,48.45117,0.0,INTRADAY_TREND_CONTINUATION,Signal
BACKTEST_20260118_214047,2026-01-18 21:55:58.385089,PUT,23632.0,23614.65,17.34961,EOD Square-off,2025-02-06 10:50:00,2025-02-06 15:15:00,65.94922,0.0,INTRADAY_TREND_CONTINUATION,Signal
BACKTEST_20260118_214047,2026-01-18 21:56:15.568393,CALL,23587.55,23537.95,-49.60078,SL Hit,2025-02-07 09:50:00,2025-02-07 10:15:00,65.89844,0.0,ORE,Signal
BACKTEST_20260118_214047,2026-01-18 22:00:38.463843,CALL,23219.95,23169.9,-50.049217,SL Hit,2025-02-13 11:50:00,2025-02-13 13:10:00,0.9003906,0.0,ITC,Signal
BACKTEST_20260118_214047,2026-01-18 22:02:22.790836,CALL,22905.05,22853.75,-51.30078,SL Hit,2025-02-17 10:50:00,2025-02-17 11:05:00,0.0,0.0,ITC,Signal
BACKTEST_20260118_214047,2026-01-18 22:03:41.968960,CALL,22897.35,22848.95,-48.39961,SL Hit,2025-02-18 12:35:00,2025-02-18 12:55:00,0.0,0.0,INTRADAY_TREND_CONTINUATION,Signal
BACKTEST_20260118_214047,2026-01-18 22:04:18.595550,CALL,22890.3,23015.65,125.34922,Target Hit,2025-02-19 09:35:00,2025-02-19 10:15:00,135.54883,0.0,ORE,Signal
BACKTEST_20260118_214047,2026-01-18 22:04:26.059290,CALL,23026.6,22975.85,-50.74961,SL Hit,2025-02-19 10:20:00,2025-02-19 10:50:00,7.701172,0.0,INTRADAY_TREND_CONTINUATION,Signal
BACKTEST_20260118_214047,2026-01-18 22:05:57.977920,CALL,22900.6,22919.3,18.701172,EOD Square-off,2025-02-20 11:05:00,2025-02-20 15:15:00,16.550781,0.0,VBD,Signal
BACKTEST_20260118_214047,2026-01-18 22:06:18.469353,CALL,22828.35,22777.35,-50.99961,SL Hit,2025-02-21 09:50:00,2025-02-21 10:10:00,0.0,0.0,ORE,Signal
BACKTEST_20260118_214047,2026-01-18 22:08:54.172281,CALL,22552.8,22543.7,-9.1015625,EOD Square-off,2025-02-25 11:35:00,2025-02-25 15:15:00,43.44922,0.0,VBD,Signal
BACKTEST_20260118_214047,2026-01-18 22:09:55.203670,PUT,22540.95,22541.05,-0.1015625,EOD Square-off,2025-02-27 11:20:00,2025-02-27 15:15:00,19.298828,0.0,INTRADAY_TREND_CONTINUATION,Signal
BACKTEST_20260118_214047,2026-01-18 22:12:49.408333,CALL,22070.0,22087.95,17.949219,EOD Square-off,2025-03-04 10:50:00,2025-03-04 15:15:00,29.699219,0.0,VBD,Signal
BACKTEST_20260118_214047,2026-01-18 22:13:25.727442,CALL,22257.2,22382.75,125.55078,Target Hit,2025-03-05 09:50:00,2025-03-05 12:30:00,128.65039,0.0,ORE,Signal
BACKTEST_20260118_214047,2026-01-18 22:14:08.845929,CALL,22310.9,22259.55,-51.35039,SL Hit,2025-03-06 09:35:00,2025-03-06 09:45:00,4.25,0.0,ORE,Signal
BACKTEST_20260118_214047,2026-01-18 22:15:12.348502,CALL,22563.75,22485.5,-78.25,SL Hit,2025-03-07 09:35:00,2025-03-07 09:40:00,0.0,0.0,ORE,Signal
BACKTEST_20260118_214047,2026-01-18 22:15:30.714512,CALL,22610.95,22561.95,-48.999218,SL Hit,2025-03-07 10:20:00,2025-03-07 11:45:00,8.800781,0.0,INTRADAY_TREND_CONTINUATION,Signal
BACKTEST_20260118_214047,2026-01-18 22:16:48.338449,CALL,22596.5,22547.3,-49.2,SL Hit,2025-03-10 09:35:00,2025-03-10 13:45:00,71.05078,0.0,ORE,Signal
BACKTEST_20260118_214047,2026-01-18 22:17:27.617279,CALL,22479.8,22429.55,-50.250782,SL Hit,2025-03-11 11:05:00,2025-03-11 11:15:00,0.0,0.0,ITC,Signal
BACKTEST_20260118_214047,2026-01-18 22:18:01.957082,CALL,22437.2,22502.0,64.80078,EOD Square-off,2025-03-11 11:50:00,2025-03-11 15:15:00,73.20117,0.0,ITC,Signal
BACKTEST_20260118_214047,2026-01-18 22:18:43.708681,CALL,22430.4,22380.1,-50.300392,SL Hit,2025-03-12 10:05:00,2025-03-12 11:25:00,19.90039,0.0,ORE,Signal
BACKTEST_20260118_214047,2026-01-18 22:20:31.584775,CALL,22565.65,22516.1,-49.550392,SL Hit,2025-03-17 09:35:00,2025-03-17 10:10:00,0.0,0.0,ORE,Signal
BACKTEST_20260118_214047,2026-01-18 22:22:13.696487,CALL,22739.3,22849.35,110.04883,EOD Square-off,2025-03-18 10:05:00,2025-03-18 15:15:00,103.64844,0.0,ORE,Signal
BACKTEST_20260118_214047,2026-01-18 22:23:15.090978,CALL,22908.35,22899.85,-8.5,EOD Square-off,2025-03-19 11:05:00,2025-03-19 15:15:00,25.65039,0.0,ITC,Signal
BACKTEST_20260118_214047,2026-01-18 22:24:16.068060,CALL,23080.95,23188.15,107.20117,EOD Square-off,2025-03-20 12:20:00,2025-03-20 15:15:00,132.65039,0.0,ITC,Signal
BACKTEST_20260118_214047,2026-01-18 22:24:40.022215,CALL,23226.15,23350.6,124.44961,Target Hit,2025-03-21 09:35:00,2025-03-21 10:50:00,120.09961,0.0,ORE,Signal
BACKTEST_20260118_214047,2026-01-18 22:25:06.017097,CALL,23346.45,23296.4,-50.049217,SL Hit,2025-03-21 11:05:00,2025-03-21 13:50:00,53.0,0.0,ITC,Signal
BACKTEST_20260118_214047,2026-01-18 22:26:00.914316,CALL,23453.9,23579.9,125.99961,Target Hit,2025-03-24 09:35:00,2025-03-24 10:35:00,118.59961,0.0,ORE,Signal
BACKTEST_20260118_214047,2026-01-18 22:26:40.461681,CALL,23590.9,23661.2,70.29883,EOD Square-off,2025-03-24 10:50:00,2025-03-24 15:15:00,106.94922,0.0,ITC,Signal
BACKTEST_20260118_214047,2026-01-18 22:27:00.118741,CALL,23833.7,23783.0,-50.69922,SL Hit,2025-03-25 10:05:00,2025-03-25 10:10:00,0.0,0.0,ORE,Signal
BACKTEST_20260118_214047,2026-01-18 22:29:41.978267,CALL,23590.0,23587.25,-2.75,EOD Square-off,2025-03-27 11:35:00,2025-03-27 15:15:00,23.949219,0.0,VBD,Signal
BACKTEST_20260118_214047,2026-01-18 22:30:08.545843,CALL,23643.85,23593.3,-50.54961,SL Hit,2025-03-28 10:50:00,2025-03-28 11:10:00,0.0,0.0,ITC,Signal
BACKTEST_20260118_214047,2026-01-18 22:30:53.516732,PUT,23516.6,23564.4,-47.800392,SL Hit,2025-04-01 09:35:00,2025-04-01 09:40:00,0.0,0.0,INTRADAY_TREND_CONTINUATION,Signal
BACKTEST_20260118_214047,2026-01-18 22:31:51.047924,CALL,23279.8,23229.05,-50.750782,SL Hit,2025-04-02 09:35:00,2025-04-02 09:45:00,0.0,0.0,ORE,Signal
BACKTEST_20260118_214047,2026-01-18 22:33:37.506221,CALL,23267.25,23243.6,-23.65039,EOD Square-off,2025-04-03 11:05:00,2025-04-03 15:15:00,24.050781,0.0,VBD,Signal
BACKTEST_20260118_214047,2026-01-18 22:35:47.771830,CALL,22517.45,22468.9,-48.549217,SL Hit,2025-04-08 09:35:00,2025-04-08 09:40:00,0.0,0.0,ORE,Signal
BACKTEST_20260118_214047,2026-01-18 22:36:03.084477,PUT,22344.5,22394.75,-50.25,SL Hit,2025-04-08 11:35:00,2025-04-08 11:45:00,0.0,0.0,INTRADAY_TREND_CONTINUATION,Signal
BACKTEST_20260118_214047,2026-01-18 22:36:22.188314,CALL,22639.1,22587.9,-51.199608,SL Hit,2025-04-08 12:35:00,2025-04-08 13:35:00,48.20117,0.0,ITC,Signal
BACKTEST_20260118_214047,2026-01-18 22:37:37.729852,CALL,22402.75,22396.2,-6.5507812,EOD Square-off,2025-04-09 10:50:00,2025-04-09 15:15:00,37.80078,0.0,VBD,Signal
BACKTEST_20260118_214047,2026-01-18 22:38:02.574673,CALL,22794.6,22744.2,-50.39961,SL Hit,2025-04-11 09:35:00,2025-04-11 10:35:00,75.5,0.0,ORE,Signal
BACKTEST_20260118_214047,2026-01-18 22:38:30.906732,CALL,22869.05,22819.5,-49.55078,SL Hit,2025-04-11 11:35:00,2025-04-11 14:00:00,38.79883,0.0,VBD,Signal
BACKTEST_20260118_214047,2026-01-18 22:39:41.263718,CALL,23267.65,23328.05,60.40039,EOD Square-off,2025-04-15 09:35:00,2025-04-15 15:15:00,78.09961,0.0,ORE,Signal
BACKTEST_20260118_214047,2026-01-18 22:40:09.404969,PUT,23283.85,23334.5,-50.65039,SL Hit,2025-04-16 11:05:00,2025-04-16 11:15:00,0.0,0.0,INTRADAY_TREND_CONTINUATION,Signal
BACKTEST_20260118_214047,2026-01-18 22:40:28.319762,CALL,23339.05,23289.15,-49.90078,SL Hit,2025-04-16 11:50:00,2025-04-16 13:30:00,18.25,0.0,VBD,Signal
BACKTEST_20260118_214047,2026-01-18 22:41:22.094000,CALL,23537.3,23688.3,150.99922,Target Hit,2025-04-17 11:35:00,2025-04-17 12:30:00,171.5,0.0,ITC,Signal
BACKTEST_20260118_214047,2026-01-18 22:42:18.291712,CALL,23993.7,24119.15,125.45078,Target Hit,2025-04-21 09:50:00,2025-04-21 11:15:00,131.20117,0.0,ORE,Signal
BACKTEST_20260118_214047,2026-01-18 22:42:53.429532,CALL,24124.8,24132.65,7.8496094,EOD Square-off,2025-04-21 11:20:00,2025-04-21 15:15:00,63.648438,0.0,ITC,Signal
BACKTEST_20260118_214047,2026-01-18 22:43:23.840246,CALL,24220.05,24169.15,-50.90078,SL Hit,2025-04-22 10:50:00,2025-04-22 11:35:00,13.298828,0.0,ITC,Signal
BACKTEST_20260118_214047,2026-01-18 22:43:53.513855,CALL,24190.5,24164.6,-25.90039,EOD Square-off,2025-04-22 12:20:00,2025-04-22 15:15:00,2.1503906,0.0,VBD,Signal
BACKTEST_20260118_214047,2026-01-18 22:44:15.080267,CALL,24279.0,24236.95,-42.05078,SL Hit,2025-04-23 10:05:00,2025-04-23 10:10:00,0.0,0.0,ORE,Signal
BACKTEST_20260118_214047,2026-01-18 22:45:12.813455,CALL,24320.05,24269.3,-50.750782,SL Hit,2025-04-24 09:35:00,2025-04-24 09:40:00,0.0,0.0,ORE,Signal
BACKTEST_20260118_214047,2026-01-18 22:45:55.942167,CALL,24277.85,24227.65,-50.199608,SL Hit,2025-04-24 11:20:00,2025-04-24 14:50:00,0.0,0.0,VBD,Signal
BACKTEST_20260118_214047,2026-01-18 22:47:31.561984,CALL,24184.0,24309.3,125.3,Target Hit,2025-04-28 09:35:00,2025-04-28 12:15:00,143.65039,0.0,ORE,Signal
BACKTEST_20260118_214047,2026-01-18 22:49:05.162279,CALL,24349.85,24339.65,-10.199219,EOD Square-off,2025-04-29 10:50:00,2025-04-29 15:15:00,18.550781,0.0,VBD,Signal
BACKTEST_20260118_214047,2026-01-18 22:50:26.460025,CALL,24525.5,24475.0,-50.5,SL Hit,2025-05-02 09:35:00,2025-05-02 10:35:00,56.44922,0.0,ORE,Signal
BACKTEST_20260118_214047,2026-01-18 22:51:35.801465,CALL,24480.3,24430.25,-50.05078,SL Hit,2025-05-05 10:05:00,2025-05-05 11:45:00,42.34961,0.0,ORE,Signal
BACKTEST_20260118_214047,2026-01-18 22:52:18.777004,CALL,24469.3,24420.35,-48.950783,SL Hit,2025-05-06 09:35:00,2025-05-06 09:50:00,0.0,0.0,ORE,Signal
BACKTEST_20260118_214047,2026-01-18 22:53:02.886912,PUT,24383.75,24365.2,18.550781,EOD Square-off,2025-05-06 10:35:00,2025-05-06 15:15:00,22.59961,0.0,INTRADAY_TREND_CONTINUATION,Signal
BACKTEST_20260118_214047,2026-01-18 22:54:57.663623,CALL,24405.95,24356.65,-49.299217,SL Hit,2025-05-08 11:20:00,2025-05-08 13:20:00,6.3515625,0.0,VBD,Signal
BACKTEST_20260118_214047,2026-01-18 22:56:39.059395,CALL,24618.55,24743.65,125.09922,Target Hit,2025-05-12 09:35:00,2025-05-12 11:25:00,114.75,0.0,ORE,Signal
BACKTEST_20260118_214047,2026-01-18 22:58:46.484299,CALL,24667.1,24616.25,-50.84961,SL Hit,2025-05-14 09:35:00,2025-05-14 12:35:00,99.65039,0.0,ORE,Signal
BACKTEST_20260118_214047,2026-01-18 22:59:50.326662,CALL,24734.45,24884.65,150.20078,Target Hit,2025-05-15 13:05:00,2025-05-15 13:10:00,151.85156,0.0,ITC,Signal
BACKTEST_20260118_214047,2026-01-18 23:01:09.885094,CALL,24979.0,25017.0,38.0,EOD Square-off,2025-05-16 12:20:00,2025-05-16 15:15:00,53.90039,0.0,VBD,Signal
BACKTEST_20260118_214047,2026-01-18 23:01:43.380531,CALL,25041.7,24991.85,-49.84922,SL Hit,2025-05-19 11:05:00,2025-05-19 12:00:00,0.0,0.0,VBD,Signal
BACKTEST_20260118_214047,2026-01-18 23:02:11.778535,PUT,24983.15,24945.4,37.75,EOD Square-off,2025-05-19 12:05:00,2025-05-19 15:15:00,61.0,0.0,INTRADAY_TREND_CONTINUATION,Signal
BACKTEST_20260118_214047,2026-01-18 23:03:42.083844,CALL,24904.3,24854.25,-50.05078,SL Hit,2025-05-21 10:35:00,2025-05-21 11:30:00,18.84961,0.0,INTRADAY_TREND_CONTINUATION,Signal
BACKTEST_20260118_214047,2026-01-18 23:05:38.042266,CALL,24876.7,24826.85,-49.84922,SL Hit,2025-05-23 10:50:00,2025-05-23 11:45:00,13.400391,0.0,ITC,Signal
BACKTEST_20260118_214047,2026-01-18 23:05:45.873322,PUT,24844.65,24895.15,-50.49961,SL Hit,2025-05-23 12:05:00,2025-05-23 12:35:00,9.900391,0.0,INTRADAY_TREND_CONTINUATION,Signal
BACKTEST_20260118_214047,2026-01-18 23:06:07.443411,PUT,24885.2,24855.95,29.25,EOD Square-off,2025-05-23 12:50:00,2025-05-23 15:15:00,62.44922,0.0,INTRADAY_TREND_CONTINUATION,Signal
BACKTEST_20260118_214047,2026-01-18 23:06:32.422510,CALL,25047.9,24996.65,-51.25039,SL Hit,2025-05-26 10:05:00,2025-05-26 10:25:00,0.0,0.0,ORE,Signal
BACKTEST_20260118_214047,2026-01-18 23:07:41.882515,CALL,25022.45,24971.55,-50.89922,SL Hit,2025-05-27 11:35:00,2025-05-27 11:40:00,0.0,0.0,ITC,Signal
BACKTEST_20260118_214047,2026-01-18 23:11:56.520955,CALL,24732.75,24682.2,-50.55,SL Hit,2025-06-02 12:50:00,2025-06-02 14:10:00,0.0,0.0,ITC,Signal
BACKTEST_20260118_214047,2026-01-18 23:13:57.781424,CALL,24582.25,24610.5,28.25,EOD Square-off,2025-06-04 11:20:00,2025-06-04 15:15:00,56.94922,0.0,VBD,Signal
BACKTEST_20260118_214047,2026-01-18 23:14:51.817308,CALL,24737.1,24862.3,125.20039,Target Hit,2025-06-05 09:35:00,2025-06-05 12:10:00,132.45117,0.0,ORE,Signal
