timestamp,entry_price,action,outcome,pnl,location,reason,wick_ratio,dist_to_level
2025-12-16 10:15:00,25912.44921875,BUY_CALL,SL,-35.721,MID,REMR Put Blocked: Missing Bearish Exhaustion Signature.,0.75,0
2025-12-16 10:30:00,25913.25,BUY_CALL,SL,-34.118,MID,REMR Put Blocked: Missing Bearish Exhaustion Signature.,0.3,0
2025-12-16 12:30:00,25906.099609375,BUY_CALL,SL,-22.442,MID,Counter-Trend Signal Blocked (Attempted BUY_PUT during BULLISH Break),0.03,0
2025-12-17 10:00:00,25845.650390625,BUY_CALL,SL,-30.729999999999997,MID,(Sniper 2.0: Score 70 ✓) REMR Blocked in TREND_GRIND (Counter-trend trap),0.86,0
2025-12-17 10:15:00,25848.75,BUY_CALL,SL,-30.492,MID,REMR Blocked in TREND_GRIND (Counter-trend trap),0.4,0
2025-12-17 11:45:00,25845.55078125,BUY_CALL,SL,-24.107999999999997,MID,Counter-Trend Signal Blocked (Attempted BUY_PUT during BULLISH Break),0.77,0
2025-12-18 10:00:00,25745.650390625,BUY_CALL,TP,52.26199999999999,MID,Counter-Trend Signal Blocked (Attempted BUY_PUT during BULLISH Break),0.22,0
2025-12-18 10:15:00,25823.400390625,BUY_CALL,TP,51.086,MID,Counter-Trend Signal Blocked (Attempted BUY_PUT during BULLISH Break),0.81,0
2025-12-19 10:00:00,25957.69921875,BUY_CALL,SL,-32.157999999999994,MID,Counter-Trend Signal Blocked (Attempted BUY_PUT during BULLISH Break),0.0,0
2025-12-19 10:30:00,25955.30078125,BUY_CALL,SL,-31.583999999999996,MID,Counter-Trend Signal Blocked (Attempted BUY_PUT during BULLISH Break),0.49,0
2025-12-19 11:15:00,25952.80078125,BUY_CALL,SL,-30.806999999999995,MID,REMR Blocked: Strict Rejection Criteria not met.,0.06,0
2025-12-19 12:00:00,25934.55078125,BUY_CALL,TP,49.378,MID,REMR Put Blocked: Missing Bearish Exhaustion Signature.,0.68,0
2025-12-19 12:45:00,25951.349609375,BUY_CALL,SL,-21.749,MID,REMR Blocked: Strict Rejection Criteria not met.,0.26,0
2025-12-23 10:00:00,26181.650390625,BUY_CALL,EOD,-15.701171875,MID,REMR Put Blocked: Missing Bearish Exhaustion Signature.,0.51,0
2025-12-23 10:15:00,26170.0,BUY_CALL,EOD,-4.05078125,MID,REMR Put Blocked: Missing Bearish Exhaustion Signature.,0.88,0
2025-12-23 10:30:00,26167.75,BUY_CALL,TP,65.66,MID,REMR Put Blocked: Missing Bearish Exhaustion Signature.,0.54,0
2025-12-23 10:45:00,26180.19921875,BUY_CALL,EOD,-14.25,MID,REMR Put Blocked: Missing Bearish Exhaustion Signature.,0.35,0
2025-12-23 14:00:00,26198.900390625,BUY_CALL,SL,-20.398,MID,Counter-Trend Signal Blocked (Attempted BUY_PUT during BULLISH Break),0.01,0
2025-12-23 14:30:00,26198.0,BUY_CALL,SL,-29.210999999999995,MID,Counter-Trend Signal Blocked (Attempted BUY_PUT during BULLISH Break),0.75,0
2025-12-23 14:45:00,26180.44921875,BUY_CALL,EOD,-14.5,MID,Counter-Trend Signal Blocked (Attempted BUY_PUT during BULLISH Break),0.59,0
2025-12-24 10:15:00,26224.25,BUY_CALL,SL,-26.775,MID,REMR Short Blocked: Momentum currently positive above pivot.,0.35,0
2025-12-24 10:30:00,26230.44921875,BUY_CALL,SL,-25.97,MID,Counter-Trend Signal Blocked (Attempted BUY_PUT during BULLISH Break),0.01,0
2025-12-24 13:45:00,26160.599609375,BUY_CALL,SL,-15.022,MID,REMR Put Blocked: Missing Bearish Exhaustion Signature.,0.19,0
2025-12-24 14:00:00,26152.75,BUY_CALL,SL,-15.358,MID,REMR Put Blocked: Missing Bearish Exhaustion Signature.,0.07,0
2025-12-24 14:15:00,26154.94921875,BUY_CALL,SL,-15.995,MID,REMR Put Blocked: Missing Bearish Exhaustion Signature.,0.61,0
2025-12-29 10:15:00,26024.400390625,BUY_CALL,SL,-26.529999999999998,MID,REMR Put Blocked: Missing Bearish Exhaustion Signature.,0.88,0
2025-12-30 12:15:00,25890.94921875,BUY_CALL,TP,26.39,MID,REMR Put Blocked: Missing Bearish Exhaustion Signature.,0.53,0
2025-12-30 12:30:00,25894.30078125,BUY_CALL,SL,-12.662999999999998,MID,REMR Put Blocked: Missing Bearish Exhaustion Signature.,0.55,0
2025-12-30 14:00:00,25944.150390625,BUY_CALL,SL,-14.273,MID,Counter-Trend Signal Blocked (Attempted BUY_PUT during BULLISH Break),0.4,0
2025-12-30 14:15:00,25942.900390625,BUY_CALL,SL,-14.623,MID,Counter-Trend Signal Blocked (Attempted BUY_PUT during BULLISH Break),0.04,0
2025-12-31 10:00:00,25977.599609375,BUY_CALL,TP,45.878,MID,Counter-Trend Signal Blocked (Attempted BUY_PUT during BULLISH Break),0.45,0
2025-12-31 10:15:00,26007.44921875,BUY_CALL,TP,45.052,MID,Counter-Trend Signal Blocked (Attempted BUY_PUT during BULLISH Break),0.76,0
2026-01-01 10:30:00,26166.0,BUY_CALL,SL,-27.355999999999998,MID,REMR Put Blocked: Missing Bearish Exhaustion Signature.,0.37,0
2026-01-01 10:45:00,26182.25,BUY_CALL,SL,-27.747999999999998,MID,Counter-Trend Signal Blocked (Attempted BUY_PUT during BULLISH Break),0.96,0
2026-01-01 11:00:00,26164.849609375,BUY_CALL,SL,-27.677999999999997,MID,Counter-Trend Signal Blocked (Attempted BUY_PUT during BULLISH Break),0.32,0
2026-01-01 12:30:00,26154.44921875,BUY_CALL,SL,-19.957,MID,REMR Put Blocked: Missing Bearish Exhaustion Signature.,0.28,0
2026-01-01 13:00:00,26151.80078125,BUY_CALL,SL,-19.271,MID,REMR Put Blocked: Missing Bearish Exhaustion Signature.,0.08,0
2026-01-01 14:45:00,26154.400390625,BUY_CALL,EOD,-14.150390625,MID,REMR Put Blocked: Missing Bearish Exhaustion Signature.,0.53,0
2026-01-05 10:30:00,26352.599609375,BUY_CALL,SL,-27.916,MID,Counter-Trend Signal Blocked (Attempted BUY_PUT during BULLISH Break),0.26,0
2026-01-05 11:00:00,26361.849609375,BUY_CALL,SL,-26.32,MID,Counter-Trend Signal Blocked (Attempted BUY_PUT during BULLISH Break),0.75,0
2026-01-06 10:00:00,26259.44921875,BUY_CALL,SL,-27.005999999999997,MID,Counter-Trend Signal Blocked (Attempted BUY_PUT during BULLISH Break),0.06,0
2026-01-06 10:15:00,26231.5,BUY_CALL,SL,-27.453999999999997,MID,REMR Blocked: Strict Rejection Criteria not met.,0.47,0
2026-01-06 10:30:00,26231.30078125,BUY_CALL,SL,-27.061999999999998,MID,REMR Blocked: Strict Rejection Criteria not met.,0.5,0
2026-01-06 12:30:00,26163.0,BUY_CALL,TP,29.316,MID,REMR Blocked in TREND_GRIND (Counter-trend trap),0.14,0
2026-01-06 12:45:00,26158.5,BUY_CALL,TP,28.546,MID,REMR Put Blocked: Missing Bearish Exhaustion Signature.,0.47,0
2026-01-06 13:30:00,26156.25,BUY_CALL,SL,-15.295,MID,REMR Put Blocked: Missing Bearish Exhaustion Signature.,0.34,0
2026-01-06 14:30:00,26144.5,BUY_CALL,TP,42.644,MID,REMR Put Blocked: Missing Bearish Exhaustion Signature.,0.29,0
2026-01-06 14:45:00,26165.150390625,BUY_CALL,EOD,9.5,MID,Counter-Trend Signal Blocked (Attempted BUY_PUT during BULLISH Break),0.86,0
2026-01-07 11:30:00,26158.150390625,BUY_CALL,SL,-26.802999999999997,MID,(System Fixed) Invalid Entry Signal while Position Open.,0.76,0
2026-01-07 12:00:00,26115.19921875,BUY_CALL,SL,-24.226999999999997,MID,(Sniper 2.0: Score 55 ✓) REMR Put Blocked: Missing Bearish Exhaustion Signature.,0.57,0
2026-01-07 12:15:00,26102.75,BUY_CALL,SL,-21.973,MID,REMR Put Blocked: Missing Bearish Exhaustion Signature.,0.77,0
2026-01-07 12:30:00,26106.25,BUY_CALL,SL,-20.783,MID,REMR Put Blocked: Missing Bearish Exhaustion Signature.,0.59,0
2026-01-07 13:00:00,26107.0,BUY_CALL,SL,-23.134999999999998,MID,REMR Put Blocked: Missing Bearish Exhaustion Signature.,0.69,0
2026-01-07 13:15:00,26098.69921875,BUY_CALL,SL,-24.514,MID,REMR Put Blocked: Missing Bearish Exhaustion Signature.,0.45,0
2026-01-07 14:15:00,26091.30078125,BUY_CALL,TP,55.79,MID,Counter-Trend Signal Blocked (Attempted BUY_PUT during BULLISH Break),0.67,0
2026-01-07 14:45:00,26097.25,BUY_CALL,EOD,45.650390625,MID,Counter-Trend Signal Blocked (Attempted BUY_PUT during BULLISH Break),0.77,0
2026-01-09 10:00:00,25872.55078125,BUY_CALL,SL,-30.974999999999998,MID,Counter-Trend Signal Blocked (Attempted BUY_PUT during BULLISH Break),0.54,0
2026-01-09 10:45:00,25855.400390625,BUY_CALL,SL,-30.618,MID,Counter-Trend Signal Blocked (Attempted BUY_PUT during BULLISH Break),0.1,0
2026-01-12 10:30:00,25570.94921875,BUY_CALL,SL,-32.865,MID,REMR Put Blocked: Missing Bearish Exhaustion Signature.,0.45,0
2026-01-14 10:00:00,25717.25,BUY_CALL,SL,-45.311,MID,Counter-Trend Signal Blocked (Attempted BUY_PUT during BULLISH Break),0.52,0
2026-01-14 10:30:00,25686.599609375,BUY_CALL,TP,92.288,MID,REMR Put Blocked: Missing Bearish Exhaustion Signature.,0.11,0
2026-01-14 10:45:00,25692.150390625,BUY_CALL,TP,97.496,MID,REMR Put Blocked: Missing Bearish Exhaustion Signature.,0.49,0
2026-01-14 11:15:00,25747.0,BUY_CALL,SL,-60.794999999999995,MID,REMR Put Blocked: Missing Bearish Exhaustion Signature.,0.76,0
2026-01-14 14:00:00,25638.150390625,BUY_CALL,EOD,30.94921875,MID,REMR Blocked in TREND_GRIND (Counter-trend trap),0.09,0
2026-01-14 14:15:00,25644.099609375,BUY_CALL,EOD,25.0,MID,REMR Blocked in TREND_GRIND (Counter-trend trap),0.73,0
2026-01-14 14:30:00,25636.400390625,BUY_CALL,EOD,32.69921875,MID,REMR Put Blocked: Missing Bearish Exhaustion Signature.,0.61,0
2026-01-14 14:45:00,25696.44921875,BUY_CALL,SL,-43.092,MID,REMR Put Blocked: Missing Bearish Exhaustion Signature.,0.51,0
2026-01-19 14:15:00,25610.05078125,BUY_CALL,EOD,-2.80078125,MID,REMR Blocked in TREND_GRIND (Counter-trend trap),0.84,0
2026-01-19 14:30:00,25604.349609375,BUY_CALL,EOD,2.900390625,MID,REMR Put Blocked: Missing Bearish Exhaustion Signature.,0.83,0
